,city,latitude,longitude,response,temp_min_0,temp_max_0,feels_day_0,feels_night_0,rain_prob_0,rain_vol_0,temp_min_1,temp_max_1,feels_day_1,feels_night_1,rain_prob_1,rain_vol_1,temp_min_2,temp_max_2,feels_day_2,feels_night_2,rain_prob_2,rain_vol_2,temp_min_3,temp_max_3,feels_day_3,feels_night_3,rain_prob_3,rain_vol_3,temp_min_4,temp_max_4,feels_day_4,feels_night_4,rain_prob_4,rain_vol_4,temp_min_5,temp_max_5,feels_day_5,feels_night_5,rain_prob_5,rain_vol_5,temp_min_6,temp_max_6,feels_day_6,feels_night_6,rain_prob_6,rain_vol_6,temp_min_7,temp_max_7,feels_day_7,feels_night_7,rain_prob_7,rain_vol_7,temp_score_1,rain_score_1,temp_score_2,rain_score_2,temp_score_3,rain_score_3,temp_score_4,rain_score_4,temp_score_5,rain_score_5,temp_score_6,rain_score_6,temp_score_7,rain_score_7,total_score,original_order,final_order
18,Bormes les Mimosas,43.1572172,6.329253867921363,"{'lat': 43.1572, 'lon': 6.3293, 'timezone': 'Europe/Paris', 'timezone_offset': 3600, 'daily': [{'dt': 1643972400, 'sunrise': 1643957224, 'sunset': 1643993405, 'moonrise': 1643964720, 'moonset': 1644007380, 'moon_phase': 0.12, 'temp': {'day': 13.88, 'min': 9.18, 'max': 14.47, 'night': 11.05, 'eve': 12.46, 'morn': 9.57}, 'feels_like': {'day': 13.02, 'night': 9.8, 'eve': 11.3, 'morn': 9.21}, 'pressure': 1017, 'humidity': 65, 'dew_point': 7.42, 'wind_speed': 5, 'wind_deg': 310, 'wind_gust': 9.23, 'weather': [{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}], 'clouds': 35, 'pop': 0, 'uvi': 1.9}, {'dt': 1644058800, 'sunrise': 1644043555, 'sunset': 1644079886, 'moonrise': 1644052440, 'moonset': 1644097800, 'moon_phase': 0.15, 'temp': {'day': 12.7, 'min': 7.46, 'max': 14.39, 'night': 9.6, 'eve': 11.39, 'morn': 8.3}, 'feels_like': {'day': 11.44, 'night': 8.84, 'eve': 10.36, 'morn': 6.21}, 'pressure': 1019, 'humidity': 54, 'dew_point': 3.4, 'wind_speed': 5.04, 'wind_deg': 313, 'wind_gust': 10.04, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}], 'clouds': 96, 'pop': 0, 'uvi': 1.94}, {'dt': 1644145200, 'sunrise': 1644129884, 'sunset': 1644166367, 'moonrise': 1644140100, 'moonset': 1644188160, 'moon_phase': 0.18, 'temp': {'day': 12.9, 'min': 7.75, 'max': 14.29, 'night': 11.3, 'eve': 11.88, 'morn': 7.9}, 'feels_like': {'day': 11.6, 'night': 9.77, 'eve': 10.32, 'morn': 6.64}, 'pressure': 1023, 'humidity': 52, 'dew_point': 2.93, 'wind_speed': 11.81, 'wind_deg': 297, 'wind_gust': 19.3, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}], 'clouds': 0, 'pop': 0, 'uvi': 1.96}, {'dt': 1644231600, 'sunrise': 1644216212, 'sunset': 1644252849, 'moonrise': 1644227820, 'moonset': 0, 'moon_phase': 0.21, 'temp': {'day': 16.43, 'min': 10.09, 'max': 16.43, 'night': 10.09, 'eve': 10.63, 'morn': 11.37}, 'feels_like': {'day': 15.12, 'night': 8.96, 'eve': 9.63, 'morn': 10.18}, 'pressure': 1014, 'humidity': 38, 'dew_point': 1.85, 'wind_speed': 15.24, 'wind_deg': 293, 'wind_gust': 24.94, 'weather': [{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}], 'clouds': 20, 'pop': 0, 'uvi': 2.11}, {'dt': 1644318000, 'sunrise': 1644302538, 'sunset': 1644339330, 'moonrise': 1644315660, 'moonset': 1644278460, 'moon_phase': 0.25, 'temp': {'day': 13.84, 'min': 8.26, 'max': 13.84, 'night': 9.63, 'eve': 10.45, 'morn': 8.26}, 'feels_like': {'day': 12.82, 'night': 9.63, 'eve': 9.3, 'morn': 7.82}, 'pressure': 1032, 'humidity': 59, 'dew_point': 5.79, 'wind_speed': 2.63, 'wind_deg': 11, 'wind_gust': 3.21, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}], 'clouds': 1, 'pop': 0, 'uvi': 2.16}, {'dt': 1644404400, 'sunrise': 1644388862, 'sunset': 1644425811, 'moonrise': 1644403680, 'moonset': 1644368640, 'moon_phase': 0.28, 'temp': {'day': 12.63, 'min': 8.79, 'max': 12.7, 'night': 11.78, 'eve': 11.6, 'morn': 9.08}, 'feels_like': {'day': 11.75, 'night': 10.79, 'eve': 10.75, 'morn': 9.08}, 'pressure': 1033, 'humidity': 69, 'dew_point': 6.88, 'wind_speed': 2.01, 'wind_deg': 120, 'wind_gust': 2.71, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}], 'clouds': 87, 'pop': 0.08, 'uvi': 3}, {'dt': 1644490800, 'sunrise': 1644475185, 'sunset': 1644512293, 'moonrise': 1644491940, 'moonset': 1644458880, 'moon_phase': 0.31, 'temp': {'day': 14.5, 'min': 8.49, 'max': 15.13, 'night': 10.61, 'eve': 11.65, 'morn': 8.49}, 'feels_like': {'day': 13.44, 'night': 9.5, 'eve': 10.57, 'morn': 6.4}, 'pressure': 1027, 'humidity': 55, 'dew_point': 4.97, 'wind_speed': 6.77, 'wind_deg': 264, 'wind_gust': 8.43, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}], 'clouds': 2, 'pop': 0, 'uvi': 3}, {'dt': 1644577200, 'sunrise': 1644561507, 'sunset': 1644598773, 'moonrise': 1644580680, 'moonset': 1644548880, 'moon_phase': 0.34, 'temp': {'day': 13.92, 'min': 7.2, 'max': 13.92, 'night': 7.2, 'eve': 8.22, 'morn': 10.99}, 'feels_like': {'day': 12.52, 'night': 3.65, 'eve': 3.98, 'morn': 9.74}, 'pressure': 1020, 'humidity': 44, 'dew_point': 1.62, 'wind_speed': 9.54, 'wind_deg': 300, 'wind_gust': 13.89, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}], 'clouds': 100, 'pop': 0.15, 'uvi': 3}]}",9.18,14.47,12.16,19.01,0.0,0.0,7.46,14.39,10.899999999999999,15.05,0.0,0.0,7.75,14.29,10.96,16.41,0.0,0.0,10.09,16.43,12.375,19.14,0.0,0.0,8.26,13.84,11.06,17.450000000000003,0,0,8.79,12.7,11.25,19.869999999999997,0.08,0.0,8.49,15.13,12.004999999999999,15.9,0.0,0.0,7.2,13.92,8.25,13.39,0.15,0.0,0.29335343079196746,1.0,0.3075542602216843,1.0,0.38882802910831893,1.0,0.317981977659593,1.0,0.3394412165936749,1.0,0.3288076408191108,1.0,0.24200173906192396,1.0,0.77,19,1
19,Cassis,43.2140359,5.5396318,"{'lat': 43.214, 'lon': 5.5396, 'timezone': 'Europe/Paris', 'timezone_offset': 3600, 'daily': [{'dt': 1643972400, 'sunrise': 1643957421, 'sunset': 1643993587, 'moonrise': 1643964960, 'moonset': 1644007560, 'moon_phase': 0.12, 'temp': {'day': 13.32, 'min': 10.6, 'max': 13.69, 'night': 12.31, 'eve': 13.15, 'morn': 10.85}, 'feels_like': {'day': 12.04, 'night': 11.19, 'eve': 12.01, 'morn': 10.13}, 'pressure': 1017, 'humidity': 51, 'dew_point': 3.41, 'wind_speed': 10.62, 'wind_deg': 312, 'wind_gust': 16.86, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}], 'clouds': 96, 'pop': 0, 'uvi': 1.88}, {'dt': 1644058800, 'sunrise': 1644043752, 'sunset': 1644080068, 'moonrise': 1644052620, 'moonset': 1644098040, 'moon_phase': 0.15, 'temp': {'day': 12.42, 'min': 10.3, 'max': 13.45, 'night': 10.41, 'eve': 12.29, 'morn': 10.79}, 'feels_like': {'day': 11.28, 'night': 9.07, 'eve': 10.98, 'morn': 9.7}, 'pressure': 1020, 'humidity': 60, 'dew_point': 4.35, 'wind_speed': 11.24, 'wind_deg': 314, 'wind_gust': 17.53, 'weather': [{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}], 'clouds': 81, 'pop': 0, 'uvi': 1.89}, {'dt': 1644145200, 'sunrise': 1644130081, 'sunset': 1644166550, 'moonrise': 1644140280, 'moonset': 1644188340, 'moon_phase': 0.18, 'temp': {'day': 11.25, 'min': 8.21, 'max': 12.96, 'night': 10.69, 'eve': 12.34, 'morn': 8.78}, 'feels_like': {'day': 9.79, 'night': 9.36, 'eve': 10.86, 'morn': 6.89}, 'pressure': 1024, 'humidity': 52, 'dew_point': 1.14, 'wind_speed': 13.82, 'wind_deg': 316, 'wind_gust': 20.02, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}], 'clouds': 1, 'pop': 0, 'uvi': 1.99}, {'dt': 1644231600, 'sunrise': 1644216408, 'sunset': 1644253032, 'moonrise': 1644228000, 'moonset': 0, 'moon_phase': 0.21, 'temp': {'day': 13, 'min': 9.88, 'max': 13, 'night': 10.55, 'eve': 10.49, 'morn': 10.11}, 'feels_like': {'day': 11.66, 'night': 8.99, 'eve': 8.87, 'morn': 9.13}, 'pressure': 1018, 'humidity': 50, 'dew_point': 2.26, 'wind_speed': 19.71, 'wind_deg': 315, 'wind_gust': 25.76, 'weather': [{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}], 'clouds': 24, 'pop': 0, 'uvi': 2.12}, {'dt': 1644318000, 'sunrise': 1644302734, 'sunset': 1644339513, 'moonrise': 1644315840, 'moonset': 1644278640, 'moon_phase': 0.25, 'temp': {'day': 14.01, 'min': 9.93, 'max': 14.25, 'night': 11.43, 'eve': 12.38, 'morn': 9.93}, 'feels_like': {'day': 13.14, 'night': 10.3, 'eve': 11.29, 'morn': 9.93}, 'pressure': 1032, 'humidity': 64, 'dew_point': 6.8, 'wind_speed': 3.95, 'wind_deg': 143, 'wind_gust': 4.52, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}], 'clouds': 3, 'pop': 0, 'uvi': 2.16}, {'dt': 1644404400, 'sunrise': 1644389058, 'sunset': 1644425995, 'moonrise': 1644403860, 'moonset': 1644368880, 'moon_phase': 0.28, 'temp': {'day': 13.48, 'min': 10.31, 'max': 13.48, 'night': 12.09, 'eve': 12.49, 'morn': 10.31}, 'feels_like': {'day': 12.66, 'night': 11.23, 'eve': 11.7, 'morn': 9.54}, 'pressure': 1032, 'humidity': 68, 'dew_point': 7.22, 'wind_speed': 4.02, 'wind_deg': 133, 'wind_gust': 5.07, 'weather': [{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}], 'clouds': 95, 'pop': 0.2, 'rain': 0.25, 'uvi': 3}, {'dt': 1644490800, 'sunrise': 1644475381, 'sunset': 1644512476, 'moonrise': 1644492120, 'moonset': 1644459060, 'moon_phase': 0.31, 'temp': {'day': 13, 'min': 9.84, 'max': 14.23, 'night': 12.79, 'eve': 13.18, 'morn': 9.84}, 'feels_like': {'day': 11.92, 'night': 11.74, 'eve': 12.2, 'morn': 8.17}, 'pressure': 1028, 'humidity': 60, 'dew_point': 4.92, 'wind_speed': 6.11, 'wind_deg': 284, 'wind_gust': 11.29, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}], 'clouds': 4, 'pop': 0, 'uvi': 3}, {'dt': 1644577200, 'sunrise': 1644561702, 'sunset': 1644598957, 'moonrise': 1644580860, 'moonset': 1644549120, 'moon_phase': 0.34, 'temp': {'day': 11.4, 'min': 6.66, 'max': 12.86, 'night': 6.66, 'eve': 7.33, 'morn': 11.31}, 'feels_like': {'day': 9.85, 'night': 1.1, 'eve': 1.81, 'morn': 10.27}, 'pressure': 1024, 'humidity': 48, 'dew_point': 0.23, 'wind_speed': 15.57, 'wind_deg': 319, 'wind_gust': 18.81, 'weather': [{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}], 'clouds': 74, 'pop': 0, 'uvi': 3}]}",10.6,13.69,12.024999999999999,21.32,0.0,0.0,10.3,13.45,11.129999999999999,18.77,0.0,0.0,8.21,12.96,10.325,16.25,0.0,0.0,9.88,13.0,10.265,18.12,0.0,0.0,9.93,14.25,12.215,20.23,0,0,10.31,13.48,12.18,20.77,0.2,0.25,9.84,14.23,12.059999999999999,19.91,0.0,0.0,6.66,12.86,5.83,11.37,0.0,0.0,0.3411438911577462,1.0,0.2887948049886613,1.0,0.31657931502121817,1.0,0.3767944235048405,1.0,0.37787431350171097,0.951229424500714,0.3703248000280671,1.0,0.1935016936818838,1.0,0.77,20,2
20,Marseille,43.2961743,5.3699525,"{'lat': 43.2962, 'lon': 5.37, 'timezone': 'Europe/Paris', 'timezone_offset': 3600, 'daily': [{'dt': 1643972400, 'sunrise': 1643957473, 'sunset': 1643993617, 'moonrise': 1643964960, 'moonset': 1644007620, 'moon_phase': 0.12, 'temp': {'day': 13.24, 'min': 11.06, 'max': 13.71, 'night': 12.17, 'eve': 13.28, 'morn': 11.06}, 'feels_like': {'day': 12.08, 'night': 11.06, 'eve': 12.15, 'morn': 10.39}, 'pressure': 1019, 'humidity': 56, 'dew_point': 4.66, 'wind_speed': 10.16, 'wind_deg': 313, 'wind_gust': 15.68, 'weather': [{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}], 'clouds': 19, 'pop': 0, 'uvi': 1.86}, {'dt': 1644058800, 'sunrise': 1644043803, 'sunset': 1644080099, 'moonrise': 1644052680, 'moonset': 1644098040, 'moon_phase': 0.15, 'temp': {'day': 12.05, 'min': 9.85, 'max': 12.93, 'night': 9.85, 'eve': 11.92, 'morn': 11.06}, 'feels_like': {'day': 10.9, 'night': 7.35, 'eve': 10.53, 'morn': 10}, 'pressure': 1021, 'humidity': 61, 'dew_point': 4.43, 'wind_speed': 11.66, 'wind_deg': 325, 'wind_gust': 17.51, 'weather': [{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}], 'clouds': 74, 'pop': 0, 'uvi': 1.9}, {'dt': 1644145200, 'sunrise': 1644130132, 'sunset': 1644166580, 'moonrise': 1644140340, 'moonset': 0, 'moon_phase': 0.18, 'temp': {'day': 10.34, 'min': 7.49, 'max': 12.94, 'night': 10.56, 'eve': 12.6, 'morn': 8.04}, 'feels_like': {'day': 8.81, 'night': 9.24, 'eve': 11.14, 'morn': 5.21}, 'pressure': 1024, 'humidity': 53, 'dew_point': 0.69, 'wind_speed': 13.59, 'wind_deg': 317, 'wind_gust': 19.14, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}], 'clouds': 1, 'pop': 0, 'uvi': 1.89}, {'dt': 1644231600, 'sunrise': 1644216459, 'sunset': 1644253062, 'moonrise': 1644228060, 'moonset': 1644188400, 'moon_phase': 0.21, 'temp': {'day': 12.62, 'min': 10.1, 'max': 12.62, 'night': 10.12, 'eve': 10.31, 'morn': 10.45}, 'feels_like': {'day': 11.3, 'night': 8.57, 'eve': 8.7, 'morn': 9.48}, 'pressure': 1020, 'humidity': 52, 'dew_point': 2.55, 'wind_speed': 19.07, 'wind_deg': 319, 'wind_gust': 25.38, 'weather': [{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}], 'clouds': 13, 'pop': 0, 'uvi': 2.1}, {'dt': 1644318000, 'sunrise': 1644302784, 'sunset': 1644339544, 'moonrise': 1644315900, 'moonset': 1644278700, 'moon_phase': 0.25, 'temp': {'day': 13.71, 'min': 9.33, 'max': 14.12, 'night': 12.07, 'eve': 12.82, 'morn': 9.33}, 'feels_like': {'day': 12.76, 'night': 11.08, 'eve': 11.83, 'morn': 8.76}, 'pressure': 1032, 'humidity': 62, 'dew_point': 5.94, 'wind_speed': 4.13, 'wind_deg': 143, 'wind_gust': 5.27, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}], 'clouds': 3, 'pop': 0, 'uvi': 2.14}, {'dt': 1644404400, 'sunrise': 1644389108, 'sunset': 1644426026, 'moonrise': 1644403860, 'moonset': 1644368940, 'moon_phase': 0.28, 'temp': {'day': 13.32, 'min': 10.42, 'max': 13.44, 'night': 12.82, 'eve': 12.87, 'morn': 10.42}, 'feels_like': {'day': 12.54, 'night': 11.96, 'eve': 12.12, 'morn': 9.53}, 'pressure': 1032, 'humidity': 70, 'dew_point': 7.51, 'wind_speed': 4.25, 'wind_deg': 131, 'wind_gust': 5.25, 'weather': [{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}], 'clouds': 92, 'pop': 0.25, 'rain': 0.36, 'uvi': 3}, {'dt': 1644490800, 'sunrise': 1644475431, 'sunset': 1644512507, 'moonrise': 1644492180, 'moonset': 1644459120, 'moon_phase': 0.31, 'temp': {'day': 12.72, 'min': 9.94, 'max': 14.34, 'night': 13.1, 'eve': 13.35, 'morn': 9.94}, 'feels_like': {'day': 11.64, 'night': 12.03, 'eve': 12.39, 'morn': 8.4}, 'pressure': 1029, 'humidity': 61, 'dew_point': 4.93, 'wind_speed': 6.06, 'wind_deg': 307, 'wind_gust': 12.54, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}], 'clouds': 4, 'pop': 0, 'uvi': 3}, {'dt': 1644577200, 'sunrise': 1644561752, 'sunset': 1644598988, 'moonrise': 1644580860, 'moonset': 1644549180, 'moon_phase': 0.34, 'temp': {'day': 10.49, 'min': 6.68, 'max': 12.66, 'night': 6.68, 'eve': 7.43, 'morn': 11.11}, 'feels_like': {'day': 8.95, 'night': 0.78, 'eve': 1.62, 'morn': 10.1}, 'pressure': 1025, 'humidity': 52, 'dew_point': 0.52, 'wind_speed': 16.34, 'wind_deg': 322, 'wind_gust': 19.52, 'weather': [{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}], 'clouds': 66, 'pop': 0, 'uvi': 3}]}",11.06,13.71,12.115,21.450000000000003,0.0,0.0,9.85,12.93,10.715,17.35,0.0,0.0,7.49,12.94,9.975000000000001,14.45,0.0,0.0,10.1,12.62,10.0,18.05,0.0,0.0,9.33,14.12,12.295,19.84,0,0,10.42,13.44,12.329999999999998,21.490000000000002,0.25,0.36,9.94,14.34,12.015,20.43,0.0,0.0,6.68,12.66,5.285,10.879999999999999,0.0,0.0,0.3138107257895415,1.0,0.26394911485455996,1.0,0.3108809345787808,1.0,0.3691185684811541,1.0,0.38818899284044095,0.9139311852712282,0.3767823612101474,1.0,0.18453565402699018,1.0,0.76,21,3
27,Collioure,42.52505,3.0831554,"{'lat': 42.5251, 'lon': 3.0832, 'timezone': 'Europe/Paris', 'timezone_offset': 3600, 'daily': [{'dt': 1643976000, 'sunrise': 1643957921, 'sunset': 1643994266, 'moonrise': 1643965500, 'moonset': 1644008220, 'moon_phase': 0.12, 'temp': {'day': 14.8, 'min': 9.8, 'max': 15.17, 'night': 12.17, 'eve': 12.58, 'morn': 10.02}, 'feels_like': {'day': 13.77, 'night': 11.37, 'eve': 11.75, 'morn': 9.06}, 'pressure': 1020, 'humidity': 55, 'dew_point': 5.86, 'wind_speed': 6.52, 'wind_deg': 321, 'wind_gust': 10.38, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}], 'clouds': 99, 'pop': 0, 'uvi': 1.82}, {'dt': 1644062400, 'sunrise': 1644044253, 'sunset': 1644080746, 'moonrise': 1644053220, 'moonset': 1644098640, 'moon_phase': 0.15, 'temp': {'day': 13.35, 'min': 8.52, 'max': 13.88, 'night': 8.52, 'eve': 10.28, 'morn': 11.83}, 'feels_like': {'day': 12.28, 'night': 4.59, 'eve': 8.9, 'morn': 10.87}, 'pressure': 1024, 'humidity': 59, 'dew_point': 5.05, 'wind_speed': 8.83, 'wind_deg': 321, 'wind_gust': 13.14, 'weather': [{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}], 'clouds': 79, 'pop': 0, 'uvi': 1.91}, {'dt': 1644148800, 'sunrise': 1644130584, 'sunset': 1644167226, 'moonrise': 1644140940, 'moonset': 0, 'moon_phase': 0.18, 'temp': {'day': 12.92, 'min': 6.34, 'max': 13.84, 'night': 8.09, 'eve': 9.43, 'morn': 6.45}, 'feels_like': {'day': 11.39, 'night': 4.72, 'eve': 6.17, 'morn': 2.69}, 'pressure': 1028, 'humidity': 43, 'dew_point': -0.22, 'wind_speed': 8.47, 'wind_deg': 318, 'wind_gust': 12.16, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}], 'clouds': 0, 'pop': 0, 'uvi': 2.04}, {'dt': 1644235200, 'sunrise': 1644216914, 'sunset': 1644253705, 'moonrise': 1644228660, 'moonset': 1644188940, 'moon_phase': 0.21, 'temp': {'day': 15.16, 'min': 7.73, 'max': 15.16, 'night': 11.8, 'eve': 13.05, 'morn': 9.34}, 'feels_like': {'day': 14.12, 'night': 10.89, 'eve': 12.11, 'morn': 5.78}, 'pressure': 1027, 'humidity': 53, 'dew_point': 4.92, 'wind_speed': 12.29, 'wind_deg': 329, 'wind_gust': 19.09, 'weather': [{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}], 'clouds': 25, 'pop': 0, 'uvi': 2.11}, {'dt': 1644321600, 'sunrise': 1644303241, 'sunset': 1644340185, 'moonrise': 1644316560, 'moonset': 1644279180, 'moon_phase': 0.25, 'temp': {'day': 12.78, 'min': 8.25, 'max': 12.78, 'night': 8.25, 'eve': 9.03, 'morn': 8.26}, 'feels_like': {'day': 11.58, 'night': 6.9, 'eve': 8.08, 'morn': 7.09}, 'pressure': 1032, 'humidity': 56, 'dew_point': 3.58, 'wind_speed': 7.14, 'wind_deg': 331, 'wind_gust': 11.26, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}], 'clouds': 0, 'pop': 0, 'uvi': 2.27}, {'dt': 1644408000, 'sunrise': 1644389568, 'sunset': 1644426664, 'moonrise': 1644404580, 'moonset': 1644369360, 'moon_phase': 0.28, 'temp': {'day': 12.88, 'min': 7.34, 'max': 12.98, 'night': 9.65, 'eve': 10.11, 'morn': 7.34}, 'feels_like': {'day': 11.87, 'night': 9.26, 'eve': 9.45, 'morn': 6.45}, 'pressure': 1031, 'humidity': 63, 'dew_point': 5.31, 'wind_speed': 2.65, 'wind_deg': 297, 'wind_gust': 2.66, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}], 'clouds': 9, 'pop': 0, 'uvi': 3}, {'dt': 1644494400, 'sunrise': 1644475892, 'sunset': 1644513143, 'moonrise': 1644492900, 'moonset': 1644459540, 'moon_phase': 0.31, 'temp': {'day': 15.81, 'min': 8.26, 'max': 16.33, 'night': 12.56, 'eve': 13.21, 'morn': 8.26}, 'feels_like': {'day': 14.67, 'night': 11.65, 'eve': 12.15, 'morn': 7.48}, 'pressure': 1030, 'humidity': 47, 'dew_point': 3.47, 'wind_speed': 4.9, 'wind_deg': 326, 'wind_gust': 8.04, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}], 'clouds': 0, 'pop': 0, 'uvi': 3}, {'dt': 1644580800, 'sunrise': 1644562216, 'sunset': 1644599623, 'moonrise': 1644581640, 'moonset': 1644549540, 'moon_phase': 0.34, 'temp': {'day': 12, 'min': 7.61, 'max': 12, 'night': 7.61, 'eve': 8.42, 'morn': 11.73}, 'feels_like': {'day': 10.93, 'night': 2, 'eve': 2.98, 'morn': 10.66}, 'pressure': 1029, 'humidity': 64, 'dew_point': 4.86, 'wind_speed': 16.19, 'wind_deg': 328, 'wind_gust': 21.81, 'weather': [{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}], 'clouds': 75, 'pop': 0.24, 'uvi': 3}]}",9.8,15.17,12.76,20.43,0.0,0.0,8.52,13.88,10.59,15.459999999999999,0.0,0.0,6.34,13.84,8.780000000000001,7.41,0.0,0.0,7.73,15.16,13.114999999999998,16.67,0.0,0.0,8.25,12.78,9.83,13.99,0,0,7.34,12.98,10.66,15.71,0.0,0.0,8.26,16.33,13.41,19.130000000000003,0.0,0.0,7.61,12.0,6.955,12.66,0.24,0.0,0.2939398924983401,1.0,0.2045533647842158,1.0,0.34989213852522594,1.0,0.2606728977229878,1.0,0.28386462736379864,1.0,0.39372225603612215,1.0,0.21023352032105108,1.0,0.76,28,4
