,rank,name,link,rate,description,adress,city,latitude,longitude
10,11,Maison des Ambassadeurs,https://www.booking.com/hotel/fr/la-residence-de-france-residence-hoteliere.fr.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=11&sr_order=popularity&srpvid=1f085058fb570009&srepoch=1643973939&from=searchresults#hotelTmpl,"8,5","Situé au cœur de La Rochelle, dans un bâtiment datant du XVIIIe siècle, à seulement 5 minutes à pied du Vieux-Port, la Maison des Ambassadeurs propose une réception ouverte 24h/24 et un service de...","43 rue du Minage, 17000 La Rochelle, France",La Rochelle,46.1628008,-1.1510302
11,12,Lagrange Apart'Hotel l’Escale Marine,https://www.booking.com/hotel/fr/l-escale-marine.fr.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=12&sr_order=popularity&srpvid=1f085058fb570009&srepoch=1643973939&from=searchresults#hotelTmpl,"7,2","Le Lagrange Apart'Hotel l’Escale Marine vous accueille à La Rochelle, à côté du port des Minimes. Cette résidence possède une piscine couverte chauffée ainsi qu’un centre de bien-être. ","36 Avenue Amerigo Vespucci, 17000 La Rochelle, France",La Rochelle,46.1504821,-1.1549823
12,13,Le Champlain,https://www.booking.com/hotel/fr/best-western-champlain-france-angleterre.fr.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=13&sr_order=popularity&srpvid=1f085058fb570009&srepoch=1643973939&from=searchresults#hotelTmpl,"8,8","L'hôtel Le Champlain est situé en face du parc Charruyer, au cœur de La Rochelle. Il propose des chambres spacieuses et climatisées avec télévision par câble à écran plat et connexion Wi-Fi gratuite. ","30, Rue Rambaud , 17000 La Rochelle, France",La Rochelle,46.1635614,-1.1547894
13,14,Best Western Premier Masqhotel,https://www.booking.com/hotel/fr/masqhotel.fr.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=14&sr_order=popularity&srpvid=1f085058fb570009&srepoch=1643973939&from=searchresults#hotelTmpl,"8,6","Le Best Western Masqhotel est un hôtel design situé à 5 minutes de marche du vieux port de La Rochelle. Il possède des chambres contemporaines, un bar-salon et une connexion Wi-Fi gratuite. ","17 Rue de L'ouvrage à Cornes, 17000 La Rochelle, France",La Rochelle,46.1560438,-1.1465698
14,15,Appart'City La Rochelle,https://www.booking.com/hotel/fr/appart-city-cap-affaires-la-rochelle.fr.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=15&sr_order=popularity&srpvid=1f085058fb570009&srepoch=1643973939&from=searchresults#hotelTmpl,"7,3",L’Appart'City La Rochelle se trouve à 10 minutes à pied de la gare de La Rochelle ainsi qu'à 15 minutes du Vieux-Port et de la vieille ville. ,"8 Rue Franc Lapeyre, 17000 La Rochelle, France",La Rochelle,46.158627,-1.1409941
15,16,Hôtel La Monnaie Art & Spa,https://www.booking.com/hotel/fr/de-la-monnaie.fr.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=16&sr_order=popularity&srpvid=1f085058fb570009&srepoch=1643973939&from=searchresults#hotelTmpl,"8,5","Idéalement situé dans le quartier historique de La Rochelle, l'Hôtel De La Monnaie Art & Spa est aménagé dans un édifice datant du XVIIe siècle qui surplombe le Vieux-Port. ","3 Rue De La Monnaie, 17000 La Rochelle, France",La Rochelle,46.156174,-1.1578138
16,17,Centre Ville Location,https://www.booking.com/hotel/fr/centre-ville-la-rochelle.fr.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=17&sr_order=popularity&srpvid=1f085058fb570009&srepoch=1643973939&from=searchresults#hotelTmpl,"8,8","Situé dans le centre de La Rochelle, à moins de 1,3 km de Concurrence et à 2,9 km des Minimes, le Centre Ville Location propose des hébergements avec connexion Wi-Fi gratuite et coin salon. ","50bis rue Gambetta, 17000 La Rochelle, France",La Rochelle,46.1619583,-1.1491353
17,18,Hôtel Saint Nicolas,https://www.booking.com/hotel/fr/comforthotelsaintnicolas.fr.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=18&sr_order=popularity&srpvid=1f085058fb570009&srepoch=1643973939&from=searchresults#hotelTmpl,"8,6","L’Hôtel Saint Nicolas vous accueille dans le quartier animé de Saint-Nicolas, à La Rochelle, à proximité de boutiques d’antiquités, de bars et de cafés. ","13 rue Sardinerie, 17000 La Rochelle, France",La Rochelle,46.1580606,-1.148889
18,19,Appartements Les Rochelais,https://www.booking.com/hotel/fr/les-rochelais.fr.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=19&sr_order=popularity&srpvid=1f085058fb570009&srepoch=1643973939&from=searchresults#hotelTmpl,"9,3","L'Appartements Les Rochelais vous accueille à La Rochelle, à 28 km de Rochefort. Tous les logements sont dotés d'une télévision à écran plat. Certains possèdent un coin salon et/ou repas. ","15 Rue des Dames, 17000 La Rochelle, France",La Rochelle,46.160833,-1.1492413
19,20,Hôtel Les Brises,https://www.booking.com/hotel/fr/hotellesbrises.fr.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=20&sr_order=popularity&srpvid=1f085058fb570009&srepoch=1643973939&from=searchresults#hotelTmpl,"8,6","Situé sur le front de mer, à seulement 2 km du vieux port de La Rochelle, l'Hôtel Les Brises bénéficie d'une vue panoramique sur la mer et les îles voisines. ","Chemin de la digue Richelieu, 17000 La Rochelle, France",La Rochelle,46.154248,-1.1725268
20,21,Maison Caju - La Rochelle,https://www.booking.com/hotel/fr/maison-plume-la-rochelle.fr.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=21&sr_order=popularity&srpvid=1f085058fb570009&srepoch=1643973939&from=searchresults#hotelTmpl,"9,4","Située à 450 mètres de la Concurrence, la Maison Caju - La Rochelle propose un salon commun, une terrasse et une cuisine commune. ","18 Rue Léonce Vieljeux, 17000 La Rochelle, France",La Rochelle,46.1580372,-1.1558093
21,22,Hôtel Atlantic,https://www.booking.com/hotel/fr/atlantic-la-rochelle.fr.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=22&sr_order=popularity&srpvid=1f085058fb570009&srepoch=1643973939&from=searchresults#hotelTmpl,"8,3","L'Atlantic Hôtel se situe dans le centre de La Rochelle, à quelques pas de la plage et du cours des Dames et à 50 mètres du vieux port. ","23 Rue Verdière, 17000 La Rochelle, France",La Rochelle,46.1581273,-1.1548264
22,23,Le Manoir Hôtel,https://www.booking.com/hotel/fr/le-manoir-la-rochelle.fr.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=23&sr_order=popularity&srpvid=1f085058fb570009&srepoch=1643973939&from=searchresults#hotelTmpl,"8,6","Occupant un bâtiment du XIXe siècle à La Rochelle, cet établissement vous place à 500 mètres du centre-ville et du port. ","8 bis Avenue du Général Leclerc , 17000 La Rochelle, France",La Rochelle,46.1624122,-1.1581121
23,24,"Hotel La Marine, Vieux Port",https://www.booking.com/hotel/fr/la-marine-la-rochelle.fr.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=24&hapos=24&sr_order=popularity&srpvid=1f085058fb570009&srepoch=1643973939&from=searchresults#hotelTmpl,"8,6","L'Hôtel La Marine est situé dans le centre-ville de La Rochelle, dans le quartier du Vieux-Port, en face des tours médiévales. Non-fumeurs, ses chambres disposent toutes d'une connexion Wi-Fi...","30 Quai Duperre, 17000 La Rochelle, France",La Rochelle,46.1582182,-1.1526925
24,25,Hotel de La Paix,https://www.booking.com/hotel/fr/de-la-paix-la-rochelle.fr.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=25&sr_order=popularity&srpvid=1f085058fb570009&srepoch=1643973939&from=searchresults#hotelTmpl,"7,9","Au cœur de la ville historique, à 2 pas du Vieux Port de La Rochelle, l'hôtel vous accueille dans une authentique maison d’armateur du XVIIIème siècle Entre le marché et la place de Verdun, l’Hotel D...","14 Rue Gargoulleau, 17000 La Rochelle, France",La Rochelle,46.1619525,-1.1509055
