,rank,name,link,rate,description,adress,city,latitude,longitude
10,11,"Le Verger des Châteaux, The Originals Relais (Inter-Hotel)",https://www.booking.com/hotel/fr/le-verger-des-chateaux.fr.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=12&sr_order=popularity&srpvid=6eaa52aa7623027e&srepoch=1643975125&from=searchresults#hotelTmpl,"8,0","Installé sur la route des vins, au cœur de l'Alsace, Le Verger des Châteaux, The Originals Relais (Inter-Hotel) comprend un jardin et des chambres avec une salle de bains privative dotée d'un...","2 Route Romaine, 67650 Dieffenthal, France",Chateau du Haut Koenigsbourg,48.3080241,7.4213219
11,12,La Bonne Franquette,https://www.booking.com/hotel/fr/la-bonne-franquette.fr.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=13&sr_order=popularity&srpvid=6eaa52aa7623027e&srepoch=1643975125&from=searchresults#hotelTmpl,"8,0","Situé sur la place du marché du village de Villé, cet hôtel occupe une maison à colombages avec terrasse. Toutes les chambres sont non-fumeurs et disposent d'une connexion Wi-Fi gratuite. ","6 Place du Marché, 67220 Villé, France",Chateau du Haut Koenigsbourg,48.3425929,7.3024351
12,13,Hotel Le Mandelberg,https://www.booking.com/hotel/fr/le-mandelberg.fr.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=14&sr_order=popularity&srpvid=6eaa52aa7623027e&srepoch=1643975125&from=searchresults#hotelTmpl,"9,2","L'Hôtel Le Mandelberg se trouve au pied d'une colline dans le village de Mittelwihr, au cœur de l'Alsace. Doté d'un sauna et d'un solarium, il propose des massages sur demande. ","Chemin Du Mandelberg, 68630 Mittelwihr, France",Chateau du Haut Koenigsbourg,48.1502357,7.3203994
13,14,LE CLOS DES SOURCES Hôtel & Spa,https://www.booking.com/hotel/fr/touringhotel.fr.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=15&sr_order=popularity&srpvid=6eaa52aa7623027e&srepoch=1643975125&from=searchresults#hotelTmpl,"8,5",LE CLOS DES SOURCES Hôtel & Spa est situé dans le parc régional des Ballons des Vosges en Alsace. ,"43, Route Du Haut Koenigsbourg, 68590 Thannenkirch, France",Chateau du Haut Koenigsbourg,48.2323476,7.3032062
14,15,Hôtel L'Orayé - Colmar Ouest,https://www.booking.com/hotel/fr/l-oraye.fr.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=16&sr_order=popularity&srpvid=6eaa52aa7623027e&srepoch=1643975125&from=searchresults#hotelTmpl,"8,6","L'hôtel L'Orayé est situé au cœur de la région des vins d'Alsace, à 8 km de Colmar. Il propose des hébergements avec salle de bains privative et connexion Wi-Fi gratuite. ","11B, route de Colmar, 68770 Ammerschwihr, France",Chateau du Haut Koenigsbourg,48.1218594,7.286276306377756
15,16,Gites & Camping on the Route des Vins,https://www.booking.com/hotel/fr/gites-amp-camping-on-the-route-des-vins.fr.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=17&sr_order=popularity&srpvid=6eaa52aa7623027e&srepoch=1643975125&from=searchresults#hotelTmpl,"8,9","Situé à Bergheim, à 17 km de Colmar, l’établissement Gites & Camping on the Route des Vins dispose d’un barbecue et offre une vue sur les montagnes. La ville de Fribourg-en-Brisgau est à 62 km. ","32 rue des romains, 68750 Bergheim, France",Chateau du Haut Koenigsbourg,48.2021059,7.368733
16,17,Hotel Au Nid De Cigognes,https://www.booking.com/hotel/fr/au-nid-de-cigognes.fr.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=18&sr_order=popularity&srpvid=6eaa52aa7623027e&srepoch=1643975125&from=searchresults#hotelTmpl,"8,4","L'hôtel Au Nid de Cigognes est situé au cœur de l'Alsace, à 5 minutes de Colmar, Ribeauvillé, Riquewihr et Kaysersberg. Il dispose d'une piscine intérieure, d'un sauna et d'un hammam. ","2 Route De Colmar, 68150 Ostheim, France",Chateau du Haut Koenigsbourg,48.1591285,7.3712624
17,18,Pêche de Vigne & Spa,https://www.booking.com/hotel/fr/peche-de-vigne.fr.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=19&sr_order=popularity&srpvid=6eaa52aa7623027e&srepoch=1643975125&from=searchresults#hotelTmpl,"8,9","Le Pêche de Vigne & Spa est un hôtel situé à Rodern, à 49 km de Strasbourg. ","31 rue du Pinot Noir, 68590 Rodern, France",Chateau du Haut Koenigsbourg,48.2248966,7.3538891
18,19,Sojolidays - Studios et Appartements sur la Route des Vins,https://www.booking.com/hotel/fr/appartements-sojolidays.fr.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=20&sr_order=popularity&srpvid=6eaa52aa7623027e&srepoch=1643975125&from=searchresults#hotelTmpl,"9,4","Situé à Rorschwihr, le Sojolidays - Studios et Appartements sur la Route des Vins propose des hébergements dans une maison du XIXème siècle avec un coin salon et une télévision à écran plat. ","12 Route du Vin, 68590 Rorschwihr, France",Chateau du Haut Koenigsbourg,48.2169829,7.362637
19,20,Maison d'hôtes La Cerisaie,https://www.booking.com/hotel/fr/la-cerisaie-breitenbach.fr.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=21&sr_order=popularity&srpvid=6eaa52aa7623027e&srepoch=1643975125&from=searchresults#hotelTmpl,"9,2","La Maison d'hôtes La Cerisaie propose des chambres d'hôtes à la campagne, à 15 km de la route des vins d'Alsace. ","31 Rue des Tilleuls, 67220 Breitenbach, France",Chateau du Haut Koenigsbourg,48.3666082,7.2935349
20,21,A l'ombre du verger,https://www.booking.com/hotel/fr/a-l-39-ombre-du-verger.fr.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=22&sr_order=popularity&srpvid=6eaa52aa7623027e&srepoch=1643975125&from=searchresults#hotelTmpl,"9,5","Situé à Breitenau, l'établissement A l'ombre du verger propose un salon commun, un jardin, une terrasse et une connexion Wi-Fi gratuite dans l'ensemble de ses locaux. ","61 rue principale, 67220 Breitenau, France",Chateau du Haut Koenigsbourg,48.3225124,7.2901295
21,22,Best Western Hotel & SPA Le Schoenenbourg,https://www.booking.com/hotel/fr/le-schoenenbourg.fr.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=23&sr_order=popularity&srpvid=6eaa52aa7623027e&srepoch=1643975125&from=searchresults#hotelTmpl,"8,6","Entouré de vignobles, le Best Western Hotel Le Schoenenbourg donne sur les remparts du village médiéval de Riquewihr. ","2A, rue de la piscine, 68340 Riquewihr, France",Chateau du Haut Koenigsbourg,48.1664123,7.3021146
22,23,La Pouponiere,https://www.booking.com/hotel/fr/la-pouponiere.fr.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=24&hapos=24&sr_order=popularity&srpvid=6eaa52aa7623027e&srepoch=1643975125&from=searchresults#hotelTmpl,"9,0","Dotée d'une connexion Wi-Fi gratuite et offrant une vue sur la montagne, La Pouponiere est un hébergement situé à Sainte-Marie-aux-Mines. ","FERTRUPT 44 FERTRUPT, 68160 Sainte-Marie-aux-Mines, France",Chateau du Haut Koenigsbourg,48.245200166478796,7.18292065265323
23,24,Maison d'Hôtes Les Jardins de Madeleine,https://www.booking.com/hotel/fr/les-jardins-de-madeleine-room-2.fr.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=25&sr_order=popularity&srpvid=6eaa52aa7623027e&srepoch=1643975125&from=searchresults#hotelTmpl,"9,9","Située à Bernardvillé, à 34 km de Riquewihr, la Maison d'Hôtes Les Jardins de Madeleine propose un jardin et une connexion Wi-Fi gratuite. ","Domaine de l'Eichelberg, 67140 Bernardvillé, France",Chateau du Haut Koenigsbourg,48.3717768,7.4037862
